season,lg,team,playoffs,abbreviation
2003,NBA,League Average,False,
2003,NBA,Los Angeles Clippers,False,LAC
2003,NBA,Los Angeles Lakers,True,LAL
2003,NBA,Memphis Grizzlies,False,MEM
2003,NBA,Miami Heat,False,MIA
2003,NBA,Milwaukee Bucks,True,MIL
2003,NBA,Minnesota Timberwolves,True,MIN
2003,NBA,New Jersey Nets,True,NJN
2003,NBA,New Orleans Hornets,True,NOH
2003,NBA,New York Knicks,False,NYK
2003,NBA,Orlando Magic,True,ORL
2003,NBA,Philadelphia 76ers,True,PHI
2003,NBA,Phoenix Suns,True,PHO
2003,NBA,Portland Trail Blazers,True,POR
2003,NBA,Sacramento Kings,True,SAC
2003,NBA,San Antonio Spurs,True,SAS
2003,NBA,Seattle SuperSonics,False,SEA
2003,NBA,Toronto Raptors,False,TOR
2003,NBA,Utah Jazz,True,UTA
2003,NBA,Washington Wizards,False,WAS
2002,NBA,Atlanta Hawks,False,ATL
2002,NBA,Boston Celtics,True,BOS
2002,NBA,Charlotte Hornets,True,CHH
2002,NBA,Chicago Bulls,False,CHI
2002,NBA,Cleveland Cavaliers,False,CLE
2002,NBA,Dallas Mavericks,True,DAL
2002,NBA,Denver Nuggets,False,DEN
2002,NBA,Detroit Pistons,True,DET
2002,NBA,Golden State Warriors,False,GSW
2002,NBA,Houston Rockets,False,HOU
2002,NBA,Indiana Pacers,True,IND
2002,NBA,League Average,False,
2002,NBA,Los Angeles Clippers,False,LAC
2002,NBA,Los Angeles Lakers,True,LAL
2002,NBA,Memphis Grizzlies,False,MEM
2002,NBA,Miami Heat,False,MIA
2002,NBA,Milwaukee Bucks,False,MIL
2002,NBA,Minnesota Timberwolves,True,MIN
2002,NBA,New Jersey Nets,True,NJN
2002,NBA,New York Knicks,False,NYK
2002,NBA,Orlando Magic,True,ORL
2002,NBA,Philadelphia 76ers,True,PHI
2002,NBA,Phoenix Suns,False,PHO
2002,NBA,Portland Trail Blazers,True,POR
2002,NBA,Sacramento Kings,True,SAC
2002,NBA,San Antonio Spurs,True,SAS
2002,NBA,Seattle SuperSonics,True,SEA
2002,NBA,Toronto Raptors,True,TOR
2002,NBA,Utah Jazz,True,UTA
2002,NBA,Washington Wizards,False,WAS
2001,NBA,Atlanta Hawks,False,ATL
2001,NBA,Boston Celtics,False,BOS
2001,NBA,Charlotte Hornets,True,CHH
2001,NBA,Chicago Bulls,False,CHI
2001,NBA,Cleveland Cavaliers,False,CLE
2001,NBA,Dallas Mavericks,True,DAL
2001,NBA,Denver Nuggets,False,DEN
2001,NBA,Detroit Pistons,False,DET
2001,NBA,Golden State Warriors,False,GSW
2001,NBA,Houston Rockets,False,HOU
2001,NBA,Indiana Pacers,True,IND
2001,NBA,League Average,False,
2001,NBA,Los Angeles Clippers,False,LAC
2001,NBA,Los Angeles Lakers,True,LAL
2001,NBA,Miami Heat,True,MIA
2001,NBA,Milwaukee Bucks,True,MIL
2001,NBA,Minnesota Timberwolves,True,MIN
2001,NBA,New Jersey Nets,False,NJN
2001,NBA,New York Knicks,True,NYK
2001,NBA,Orlando Magic,True,ORL
2001,NBA,Philadelphia 76ers,True,PHI
2001,NBA,Phoenix Suns,True,PHO
2001,NBA,Portland Trail Blazers,True,POR
2001,NBA,Sacramento Kings,True,SAC
2001,NBA,San Antonio Spurs,True,SAS
2001,NBA,Seattle SuperSonics,False,SEA
2001,NBA,Toronto Raptors,True,TOR
2001,NBA,Utah Jazz,True,UTA
2001,NBA,Vancouver Grizzlies,False,VAN
2001,NBA,Washington Wizards,False,WAS
2000,NBA,Atlanta Hawks,False,ATL
2000,NBA,Boston Celtics,False,BOS
2000,NBA,Charlotte Hornets,True,CHH
2000,NBA,Chicago Bulls,False,CHI
2000,NBA,Cleveland Cavaliers,False,CLE
2000,NBA,Dallas Mavericks,False,DAL
2000,NBA,Denver Nuggets,False,DEN
2000,NBA,Detroit Pistons,True,DET
2000,NBA,Golden State Warriors,False,GSW
2000,NBA,Houston Rockets,False,HOU
2000,NBA,Indiana Pacers,True,IND
2000,NBA,League Average,False,
2000,NBA,Los Angeles Clippers,False,LAC
2000,NBA,Los Angeles Lakers,True,LAL
2000,NBA,Miami Heat,True,MIA
2000,NBA,Milwaukee Bucks,True,MIL
2000,NBA,Minnesota Timberwolves,True,MIN
2000,NBA,New Jersey Nets,False,NJN
2000,NBA,New York Knicks,True,NYK
2000,NBA,Orlando Magic,False,ORL
2000,NBA,Philadelphia 76ers,True,PHI
2000,NBA,Phoenix Suns,True,PHO
2000,NBA,Portland Trail Blazers,True,POR
2000,NBA,Sacramento Kings,True,SAC
2000,NBA,San Antonio Spurs,True,SAS
2000,NBA,Seattle SuperSonics,True,SEA
2000,NBA,Toronto Raptors,True,TOR
2000,NBA,Utah Jazz,True,UTA
2000,NBA,Vancouver Grizzlies,False,VAN
2000,NBA,Washington Wizards,False,WAS
1999,NBA,Atlanta Hawks,True,ATL
1999,NBA,Boston Celtics,False,BOS
1999,NBA,Charlotte Hornets,False,CHH
1999,NBA,Chicago Bulls,False,CHI
1999,NBA,Cleveland Cavaliers,False,CLE
1999,NBA,Dallas Mavericks,False,DAL
1999,NBA,Denver Nuggets,False,DEN
1999,NBA,Detroit Pistons,True,DET
1999,NBA,Golden State Warriors,False,GSW
1999,NBA,Houston Rockets,True,HOU
1999,NBA,Indiana Pacers,True,IND
1999,NBA,League Average,False,
1999,NBA,Los Angeles Clippers,False,LAC
1999,NBA,Los Angeles Lakers,True,LAL
1999,NBA,Miami Heat,True,MIA
1999,NBA,Milwaukee Bucks,True,MIL
1999,NBA,Minnesota Timberwolves,True,MIN
1999,NBA,New Jersey Nets,False,NJN
1999,NBA,New York Knicks,True,NYK
1999,NBA,Orlando Magic,True,ORL
1999,NBA,Philadelphia 76ers,True,PHI
1999,NBA,Phoenix Suns,True,PHO
1999,NBA,Portland Trail Blazers,True,POR
1999,NBA,Sacramento Kings,True,SAC
1999,NBA,San Antonio Spurs,True,SAS
1999,NBA,Seattle SuperSonics,False,SEA
1999,NBA,Toronto Raptors,False,TOR
1999,NBA,Utah Jazz,True,UTA
1999,NBA,Vancouver Grizzlies,False,VAN
1999,NBA,Washington Wizards,False,WAS
1998,NBA,Atlanta Hawks,True,ATL
1998,NBA,Boston Celtics,False,BOS
1998,NBA,Charlotte Hornets,True,CHH
1998,NBA,Chicago Bulls,True,CHI
1998,NBA,Cleveland Cavaliers,True,CLE
1998,NBA,Dallas Mavericks,False,DAL
1998,NBA,Denver Nuggets,False,DEN
1998,NBA,Detroit Pistons,False,DET
1998,NBA,Golden State Warriors,False,GSW
1998,NBA,Houston Rockets,True,HOU
1998,NBA,Indiana Pacers,True,IND
1998,NBA,League Average,False,
1998,NBA,Los Angeles Clippers,False,LAC
1998,NBA,Los Angeles Lakers,True,LAL
1998,NBA,Miami Heat,True,MIA
1998,NBA,Milwaukee Bucks,False,MIL
1998,NBA,Minnesota Timberwolves,True,MIN
1998,NBA,New Jersey Nets,True,NJN
1998,NBA,New York Knicks,True,NYK
1998,NBA,Orlando Magic,False,ORL
1998,NBA,Philadelphia 76ers,False,PHI
1998,NBA,Phoenix Suns,True,PHO
1998,NBA,Portland Trail Blazers,True,POR
1998,NBA,Sacramento Kings,False,SAC
1998,NBA,San Antonio Spurs,True,SAS
1998,NBA,Seattle SuperSonics,True,SEA
1998,NBA,Toronto Raptors,False,TOR
1998,NBA,Utah Jazz,True,UTA
1998,NBA,Vancouver Grizzlies,False,VAN
1998,NBA,Washington Wizards,False,WAS
1997,NBA,Atlanta Hawks,True,ATL
1997,NBA,Boston Celtics,False,BOS
1997,NBA,Charlotte Hornets,True,CHH
1997,NBA,Chicago Bulls,True,CHI
1997,NBA,Cleveland Cavaliers,False,CLE
1997,NBA,Dallas Mavericks,False,DAL
1997,NBA,Denver Nuggets,False,DEN
1997,NBA,Detroit Pistons,True,DET
1997,NBA,Golden State Warriors,False,GSW
1997,NBA,Houston Rockets,True,HOU
1997,NBA,Indiana Pacers,False,IND
1997,NBA,League Average,False,
1997,NBA,Los Angeles Clippers,True,LAC
1997,NBA,Los Angeles Lakers,True,LAL
1997,NBA,Miami Heat,True,MIA
1997,NBA,Milwaukee Bucks,False,MIL
1997,NBA,Minnesota Timberwolves,True,MIN
1997,NBA,New Jersey Nets,False,NJN
1997,NBA,New York Knicks,True,NYK
1997,NBA,Orlando Magic,True,ORL
1997,NBA,Philadelphia 76ers,False,PHI
1997,NBA,Phoenix Suns,True,PHO
1997,NBA,Portland Trail Blazers,True,POR
1997,NBA,Sacramento Kings,False,SAC
1997,NBA,San Antonio Spurs,False,SAS
1997,NBA,Seattle SuperSonics,True,SEA
1997,NBA,Toronto Raptors,False,TOR
1997,NBA,Utah Jazz,True,UTA
1997,NBA,Vancouver Grizzlies,False,VAN
1997,NBA,Washington Bullets,True,WSB
1996,NBA,Atlanta Hawks,True,ATL
1996,NBA,Boston Celtics,False,BOS
1996,NBA,Charlotte Hornets,False,CHH
1996,NBA,Chicago Bulls,True,CHI
1996,NBA,Cleveland Cavaliers,True,CLE
1996,NBA,Dallas Mavericks,False,DAL
1996,NBA,Denver Nuggets,False,DEN
1996,NBA,Detroit Pistons,True,DET
1996,NBA,Golden State Warriors,False,GSW
1996,NBA,Houston Rockets,True,HOU
1996,NBA,Indiana Pacers,True,IND
1996,NBA,League Average,False,
1996,NBA,Los Angeles Clippers,False,LAC
1996,NBA,Los Angeles Lakers,True,LAL
1996,NBA,Miami Heat,True,MIA
1996,NBA,Milwaukee Bucks,False,MIL
1996,NBA,Minnesota Timberwolves,False,MIN
1996,NBA,New Jersey Nets,False,NJN
1996,NBA,New York Knicks,True,NYK
1996,NBA,Orlando Magic,True,ORL
1996,NBA,Philadelphia 76ers,False,PHI
1996,NBA,Phoenix Suns,True,PHO
1996,NBA,Portland Trail Blazers,True,POR
1996,NBA,Sacramento Kings,True,SAC
1996,NBA,San Antonio Spurs,True,SAS
1996,NBA,Seattle SuperSonics,True,SEA
1996,NBA,Toronto Raptors,False,TOR
1996,NBA,Utah Jazz,True,UTA
1996,NBA,Vancouver Grizzlies,False,VAN
1996,NBA,Washington Bullets,False,WSB
1995,NBA,Atlanta Hawks,True,ATL
1995,NBA,Boston Celtics,True,BOS
1995,NBA,Charlotte Hornets,True,CHH
1995,NBA,Chicago Bulls,True,CHI
1995,NBA,Cleveland Cavaliers,True,CLE
1995,NBA,Dallas Mavericks,False,DAL
1995,NBA,Denver Nuggets,True,DEN
1995,NBA,Detroit Pistons,False,DET
1995,NBA,Golden State Warriors,False,GSW
1995,NBA,Houston Rockets,True,HOU
1995,NBA,Indiana Pacers,True,IND
1995,NBA,League Average,False,
1995,NBA,Los Angeles Clippers,False,LAC
1995,NBA,Los Angeles Lakers,True,LAL
1995,NBA,Miami Heat,False,MIA
1995,NBA,Milwaukee Bucks,False,MIL
1995,NBA,Minnesota Timberwolves,False,MIN
1995,NBA,New Jersey Nets,False,NJN
1995,NBA,New York Knicks,True,NYK
1995,NBA,Orlando Magic,True,ORL
1995,NBA,Philadelphia 76ers,False,PHI
1995,NBA,Phoenix Suns,True,PHO
1995,NBA,Portland Trail Blazers,True,POR
1995,NBA,Sacramento Kings,False,SAC
1995,NBA,San Antonio Spurs,True,SAS
1995,NBA,Seattle SuperSonics,True,SEA
1995,NBA,Utah Jazz,True,UTA
1995,NBA,Washington Bullets,False,WSB
1994,NBA,Atlanta Hawks,True,ATL
1994,NBA,Boston Celtics,False,BOS
1994,NBA,Charlotte Hornets,False,CHH
1994,NBA,Chicago Bulls,True,CHI
1994,NBA,Cleveland Cavaliers,True,CLE
1994,NBA,Dallas Mavericks,False,DAL
1994,NBA,Denver Nuggets,True,DEN
1994,NBA,Detroit Pistons,False,DET
1994,NBA,Golden State Warriors,True,GSW
1994,NBA,Houston Rockets,True,HOU
1994,NBA,Indiana Pacers,True,IND
1994,NBA,League Average,False,
1994,NBA,Los Angeles Clippers,False,LAC
1994,NBA,Los Angeles Lakers,False,LAL
1994,NBA,Miami Heat,True,MIA
1994,NBA,Milwaukee Bucks,False,MIL
1994,NBA,Minnesota Timberwolves,False,MIN
1994,NBA,New Jersey Nets,True,NJN
1994,NBA,New York Knicks,True,NYK
1994,NBA,Orlando Magic,True,ORL
1994,NBA,Philadelphia 76ers,False,PHI
1994,NBA,Phoenix Suns,True,PHO
1994,NBA,Portland Trail Blazers,True,POR
1994,NBA,Sacramento Kings,False,SAC
1994,NBA,San Antonio Spurs,True,SAS
1994,NBA,Seattle SuperSonics,True,SEA
1994,NBA,Utah Jazz,True,UTA
1994,NBA,Washington Bullets,False,WSB
1993,NBA,Atlanta Hawks,True,ATL
1993,NBA,Boston Celtics,True,BOS
1993,NBA,Charlotte Hornets,True,CHH
1993,NBA,Chicago Bulls,True,CHI
1993,NBA,Cleveland Cavaliers,True,CLE
1993,NBA,Dallas Mavericks,False,DAL
1993,NBA,Denver Nuggets,False,DEN
1993,NBA,Detroit Pistons,False,DET
1993,NBA,Golden State Warriors,False,GSW
1993,NBA,Houston Rockets,True,HOU
1993,NBA,Indiana Pacers,True,IND
1993,NBA,League Average,False,
1993,NBA,Los Angeles Clippers,True,LAC
1993,NBA,Los Angeles Lakers,True,LAL
1993,NBA,Miami Heat,False,MIA
1993,NBA,Milwaukee Bucks,False,MIL
1993,NBA,Minnesota Timberwolves,False,MIN
1993,NBA,New Jersey Nets,True,NJN
1993,NBA,New York Knicks,True,NYK
1993,NBA,Orlando Magic,False,ORL
1993,NBA,Philadelphia 76ers,False,PHI
1993,NBA,Phoenix Suns,True,PHO
1993,NBA,Portland Trail Blazers,True,POR
1993,NBA,Sacramento Kings,False,SAC
1993,NBA,San Antonio Spurs,True,SAS
1993,NBA,Seattle SuperSonics,True,SEA
1993,NBA,Utah Jazz,True,UTA
1993,NBA,Washington Bullets,False,WSB
1992,NBA,Atlanta Hawks,False,ATL
1992,NBA,Boston Celtics,True,BOS
1992,NBA,Charlotte Hornets,False,CHH
1992,NBA,Chicago Bulls,True,CHI
1992,NBA,Cleveland Cavaliers,True,CLE
1992,NBA,Dallas Mavericks,False,DAL
1992,NBA,Denver Nuggets,False,DEN
1992,NBA,Detroit Pistons,True,DET
1992,NBA,Golden State Warriors,True,GSW
1992,NBA,Houston Rockets,False,HOU
1992,NBA,Indiana Pacers,True,IND
1992,NBA,League Average,False,
1992,NBA,Los Angeles Clippers,True,LAC
1992,NBA,Los Angeles Lakers,True,LAL
1992,NBA,Miami Heat,True,MIA
1992,NBA,Milwaukee Bucks,False,MIL
1992,NBA,Minnesota Timberwolves,False,MIN
1992,NBA,New Jersey Nets,True,NJN
1992,NBA,New York Knicks,True,NYK
1992,NBA,Orlando Magic,False,ORL
1992,NBA,Philadelphia 76ers,False,PHI
1992,NBA,Phoenix Suns,True,PHO
1992,NBA,Portland Trail Blazers,True,POR
1992,NBA,Sacramento Kings,False,SAC
1992,NBA,San Antonio Spurs,True,SAS
1992,NBA,Seattle SuperSonics,True,SEA
1992,NBA,Utah Jazz,True,UTA
1992,NBA,Washington Bullets,False,WSB
1991,NBA,Atlanta Hawks,True,ATL
1991,NBA,Boston Celtics,True,BOS
1991,NBA,Charlotte Hornets,False,CHH
1991,NBA,Chicago Bulls,True,CHI
1991,NBA,Cleveland Cavaliers,False,CLE
1991,NBA,Dallas Mavericks,False,DAL
1991,NBA,Denver Nuggets,False,DEN
1991,NBA,Detroit Pistons,True,DET
1991,NBA,Golden State Warriors,True,GSW
1991,NBA,Houston Rockets,True,HOU
1991,NBA,Indiana Pacers,True,IND
1991,NBA,League Average,False,
1991,NBA,Los Angeles Clippers,False,LAC
1991,NBA,Los Angeles Lakers,True,LAL
1991,NBA,Miami Heat,False,MIA
1991,NBA,Milwaukee Bucks,True,MIL
1991,NBA,Minnesota Timberwolves,False,MIN
1991,NBA,New Jersey Nets,False,NJN
1991,NBA,New York Knicks,True,NYK
1991,NBA,Orlando Magic,False,ORL
1991,NBA,Philadelphia 76ers,True,PHI
1991,NBA,Phoenix Suns,True,PHO
1991,NBA,Portland Trail Blazers,True,POR
1991,NBA,Sacramento Kings,False,SAC
1991,NBA,San Antonio Spurs,True,SAS
1991,NBA,Seattle SuperSonics,True,SEA
1991,NBA,Utah Jazz,True,UTA
1991,NBA,Washington Bullets,False,WSB
1990,NBA,Atlanta Hawks,False,ATL
1990,NBA,Boston Celtics,True,BOS
1990,NBA,Charlotte Hornets,False,CHH
1990,NBA,Chicago Bulls,True,CHI
1990,NBA,Cleveland Cavaliers,True,CLE
1990,NBA,Dallas Mavericks,True,DAL
1990,NBA,Denver Nuggets,True,DEN
1990,NBA,Detroit Pistons,True,DET
1990,NBA,Golden State Warriors,False,GSW
1990,NBA,Houston Rockets,True,HOU
1990,NBA,Indiana Pacers,True,IND
1990,NBA,League Average,False,
1990,NBA,Los Angeles Clippers,False,LAC
1990,NBA,Los Angeles Lakers,True,LAL
1990,NBA,Miami Heat,False,MIA
1990,NBA,Milwaukee Bucks,True,MIL
1990,NBA,Minnesota Timberwolves,False,MIN
1990,NBA,New Jersey Nets,False,NJN
1990,NBA,New York Knicks,True,NYK
1990,NBA,Orlando Magic,False,ORL
1990,NBA,Philadelphia 76ers,True,PHI
1990,NBA,Phoenix Suns,True,PHO
1990,NBA,Portland Trail Blazers,True,POR
1990,NBA,Sacramento Kings,False,SAC
1990,NBA,San Antonio Spurs,True,SAS
1990,NBA,Seattle SuperSonics,False,SEA
1990,NBA,Utah Jazz,True,UTA
1990,NBA,Washington Bullets,False,WSB
1989,NBA,Atlanta Hawks,True,ATL
1989,NBA,Boston Celtics,True,BOS
1989,NBA,Charlotte Hornets,False,CHH
1989,NBA,Chicago Bulls,True,CHI
1989,NBA,Cleveland Cavaliers,True,CLE
1989,NBA,Dallas Mavericks,False,DAL
1989,NBA,Denver Nuggets,True,DEN
1989,NBA,Detroit Pistons,True,DET
1989,NBA,Golden State Warriors,True,GSW
1989,NBA,Houston Rockets,True,HOU
1989,NBA,Indiana Pacers,False,IND
1989,NBA,League Average,False,
1989,NBA,Los Angeles Clippers,False,LAC
1989,NBA,Los Angeles Lakers,True,LAL
1989,NBA,Miami Heat,False,MIA
1989,NBA,Milwaukee Bucks,True,MIL
1989,NBA,New Jersey Nets,False,NJN
1989,NBA,New York Knicks,True,NYK
1989,NBA,Philadelphia 76ers,True,PHI
1989,NBA,Phoenix Suns,True,PHO
1989,NBA,Portland Trail Blazers,True,POR
1989,NBA,Sacramento Kings,False,SAC
1989,NBA,San Antonio Spurs,False,SAS
1989,NBA,Seattle SuperSonics,True,SEA
1989,NBA,Utah Jazz,True,UTA
1989,NBA,Washington Bullets,False,WSB
1988,NBA,Atlanta Hawks,True,ATL
1988,NBA,Boston Celtics,True,BOS
1988,NBA,Chicago Bulls,True,CHI
1988,NBA,Cleveland Cavaliers,True,CLE
1988,NBA,Dallas Mavericks,True,DAL
1988,NBA,Denver Nuggets,True,DEN
1988,NBA,Detroit Pistons,True,DET
1988,NBA,Golden State Warriors,False,GSW
1988,NBA,Houston Rockets,True,HOU
1988,NBA,Indiana Pacers,False,IND
1988,NBA,League Average,False,
1988,NBA,Los Angeles Clippers,False,LAC
1988,NBA,Los Angeles Lakers,True,LAL
1988,NBA,Milwaukee Bucks,True,MIL
1988,NBA,New Jersey Nets,False,NJN
1988,NBA,New York Knicks,True,NYK
1988,NBA,Philadelphia 76ers,False,PHI
1988,NBA,Phoenix Suns,False,PHO
1988,NBA,Portland Trail Blazers,True,POR
1988,NBA,Sacramento Kings,False,SAC
1988,NBA,San Antonio Spurs,True,SAS
1988,NBA,Seattle SuperSonics,True,SEA
1988,NBA,Utah Jazz,True,UTA
1988,NBA,Washington Bullets,True,WSB
1987,NBA,Atlanta Hawks,True,ATL
1987,NBA,Boston Celtics,True,BOS
1987,NBA,Chicago Bulls,True,CHI
1987,NBA,Cleveland Cavaliers,False,CLE
1987,NBA,Dallas Mavericks,True,DAL
1987,NBA,Denver Nuggets,True,DEN
1987,NBA,Detroit Pistons,True,DET
1987,NBA,Golden State Warriors,True,GSW
1987,NBA,Houston Rockets,True,HOU
1987,NBA,Indiana Pacers,True,IND
1987,NBA,League Average,False,
1987,NBA,Los Angeles Clippers,False,LAC
1987,NBA,Los Angeles Lakers,True,LAL
1987,NBA,Milwaukee Bucks,True,MIL
1987,NBA,New Jersey Nets,False,NJN
1987,NBA,New York Knicks,False,NYK
1987,NBA,Philadelphia 76ers,True,PHI
1987,NBA,Phoenix Suns,False,PHO
1987,NBA,Portland Trail Blazers,True,POR
1987,NBA,Sacramento Kings,False,SAC
1987,NBA,San Antonio Spurs,False,SAS
1987,NBA,Seattle SuperSonics,True,SEA
1987,NBA,Utah Jazz,True,UTA
1987,NBA,Washington Bullets,True,WSB
1986,NBA,Atlanta Hawks,True,ATL
1986,NBA,Boston Celtics,True,BOS
1986,NBA,Chicago Bulls,True,CHI
1986,NBA,Cleveland Cavaliers,False,CLE
1986,NBA,Dallas Mavericks,True,DAL
1986,NBA,Denver Nuggets,True,DEN
1986,NBA,Detroit Pistons,True,DET
1986,NBA,Golden State Warriors,False,GSW
1986,NBA,Houston Rockets,True,HOU
1986,NBA,Indiana Pacers,False,IND
1986,NBA,League Average,False,
1986,NBA,Los Angeles Clippers,False,LAC
1986,NBA,Los Angeles Lakers,True,LAL
1986,NBA,Milwaukee Bucks,True,MIL
1986,NBA,New Jersey Nets,True,NJN
1986,NBA,New York Knicks,False,NYK
1986,NBA,Philadelphia 76ers,True,PHI
1986,NBA,Phoenix Suns,False,PHO
1986,NBA,Portland Trail Blazers,True,POR
1986,NBA,Sacramento Kings,True,SAC
1986,NBA,San Antonio Spurs,True,SAS
1986,NBA,Seattle SuperSonics,False,SEA
1986,NBA,Utah Jazz,True,UTA
1986,NBA,Washington Bullets,True,WSB
1985,NBA,Atlanta Hawks,False,ATL
1985,NBA,Boston Celtics,True,BOS
1985,NBA,Chicago Bulls,True,CHI
1985,NBA,Cleveland Cavaliers,True,CLE
1985,NBA,Dallas Mavericks,True,DAL
1985,NBA,Denver Nuggets,True,DEN
1985,NBA,Detroit Pistons,True,DET
1985,NBA,Golden State Warriors,False,GSW
1985,NBA,Houston Rockets,True,HOU
1985,NBA,Indiana Pacers,False,IND
1985,NBA,Kansas City Kings,False,KCK
1985,NBA,League Average,False,
1985,NBA,Los Angeles Clippers,False,LAC
1985,NBA,Los Angeles Lakers,True,LAL
1985,NBA,Milwaukee Bucks,True,MIL
1985,NBA,New Jersey Nets,True,NJN
1985,NBA,New York Knicks,False,NYK
1985,NBA,Philadelphia 76ers,True,PHI
1985,NBA,Phoenix Suns,True,PHO
1985,NBA,Portland Trail Blazers,True,POR
1985,NBA,San Antonio Spurs,True,SAS
1985,NBA,Seattle SuperSonics,False,SEA
1985,NBA,Utah Jazz,True,UTA
1985,NBA,Washington Bullets,True,WSB
1984,NBA,Atlanta Hawks,True,ATL
1984,NBA,Boston Celtics,True,BOS
1984,NBA,Chicago Bulls,False,CHI
1984,NBA,Cleveland Cavaliers,False,CLE
1984,NBA,Dallas Mavericks,True,DAL
1984,NBA,Denver Nuggets,True,DEN
1984,NBA,Detroit Pistons,True,DET
1984,NBA,Golden State Warriors,False,GSW
1984,NBA,Houston Rockets,False,HOU
1984,NBA,Indiana Pacers,False,IND
1984,NBA,Kansas City Kings,True,KCK
1984,NBA,League Average,False,
1984,NBA,Los Angeles Lakers,True,LAL
1984,NBA,Milwaukee Bucks,True,MIL
1984,NBA,New Jersey Nets,True,NJN
1984,NBA,New York Knicks,True,NYK
1984,NBA,Philadelphia 76ers,True,PHI
1984,NBA,Phoenix Suns,True,PHO
1984,NBA,Portland Trail Blazers,True,POR
1984,NBA,San Antonio Spurs,False,SAS
1984,NBA,San Diego Clippers,False,SDC
1984,NBA,Seattle SuperSonics,True,SEA
1984,NBA,Utah Jazz,True,UTA
1984,NBA,Washington Bullets,True,WSB
1983,NBA,Atlanta Hawks,True,ATL
1983,NBA,Boston Celtics,True,BOS
1983,NBA,Chicago Bulls,False,CHI
1983,NBA,Cleveland Cavaliers,False,CLE
1983,NBA,Dallas Mavericks,False,DAL
1983,NBA,Denver Nuggets,True,DEN
1983,NBA,Detroit Pistons,False,DET
1983,NBA,Golden State Warriors,False,GSW
1983,NBA,Houston Rockets,False,HOU
1983,NBA,Indiana Pacers,False,IND
1983,NBA,Kansas City Kings,False,KCK
1983,NBA,League Average,False,
1983,NBA,Los Angeles Lakers,True,LAL
1983,NBA,Milwaukee Bucks,True,MIL
1983,NBA,New Jersey Nets,True,NJN
1983,NBA,New York Knicks,True,NYK
1983,NBA,Philadelphia 76ers,True,PHI
1983,NBA,Phoenix Suns,True,PHO
1983,NBA,Portland Trail Blazers,True,POR
1983,NBA,San Antonio Spurs,True,SAS
1983,NBA,San Diego Clippers,False,SDC
1983,NBA,Seattle SuperSonics,True,SEA
1983,NBA,Utah Jazz,False,UTA
1983,NBA,Washington Bullets,False,WSB
1982,NBA,Atlanta Hawks,True,ATL
1982,NBA,Boston Celtics,True,BOS
1982,NBA,Chicago Bulls,False,CHI
1982,NBA,Cleveland Cavaliers,False,CLE
1982,NBA,Dallas Mavericks,False,DAL
1982,NBA,Denver Nuggets,True,DEN
1982,NBA,Detroit Pistons,False,DET
1982,NBA,Golden State Warriors,False,GSW
1982,NBA,Houston Rockets,True,HOU
1982,NBA,Indiana Pacers,False,IND
1982,NBA,Kansas City Kings,False,KCK
1982,NBA,League Average,False,
1982,NBA,Los Angeles Lakers,True,LAL
1982,NBA,Milwaukee Bucks,True,MIL
1982,NBA,New Jersey Nets,True,NJN
1982,NBA,New York Knicks,False,NYK
1982,NBA,Philadelphia 76ers,True,PHI
1982,NBA,Phoenix Suns,True,PHO
1982,NBA,Portland Trail Blazers,False,POR
1982,NBA,San Antonio Spurs,True,SAS
1982,NBA,San Diego Clippers,False,SDC
1982,NBA,Seattle SuperSonics,True,SEA
1982,NBA,Utah Jazz,False,UTA
1982,NBA,Washington Bullets,True,WSB
1981,NBA,Atlanta Hawks,False,ATL
1981,NBA,Boston Celtics,True,BOS
1981,NBA,Chicago Bulls,True,CHI
1981,NBA,Cleveland Cavaliers,False,CLE
1981,NBA,Dallas Mavericks,False,DAL
1981,NBA,Denver Nuggets,False,DEN
1981,NBA,Detroit Pistons,False,DET
1981,NBA,Golden State Warriors,False,GSW
1981,NBA,Houston Rockets,True,HOU
1981,NBA,Indiana Pacers,True,IND
1981,NBA,Kansas City Kings,True,KCK
1981,NBA,League Average,False,
1981,NBA,Los Angeles Lakers,True,LAL
1981,NBA,Milwaukee Bucks,True,MIL
1981,NBA,New Jersey Nets,False,NJN
1981,NBA,New York Knicks,True,NYK
1981,NBA,Philadelphia 76ers,True,PHI
1981,NBA,Phoenix Suns,True,PHO
1981,NBA,Portland Trail Blazers,True,POR
1981,NBA,San Antonio Spurs,True,SAS
1981,NBA,San Diego Clippers,False,SDC
1981,NBA,Seattle SuperSonics,False,SEA
1981,NBA,Utah Jazz,False,UTA
1981,NBA,Washington Bullets,False,WSB
1980,NBA,Atlanta Hawks,True,ATL
1980,NBA,Boston Celtics,True,BOS
1980,NBA,Chicago Bulls,False,CHI
1980,NBA,Cleveland Cavaliers,False,CLE
1980,NBA,Denver Nuggets,False,DEN
1980,NBA,Detroit Pistons,False,DET
1980,NBA,Golden State Warriors,False,GSW
1980,NBA,Houston Rockets,True,HOU
1980,NBA,Indiana Pacers,False,IND
1980,NBA,Kansas City Kings,True,KCK
1980,NBA,League Average,False,
1980,NBA,Los Angeles Lakers,True,LAL
1980,NBA,Milwaukee Bucks,True,MIL
1980,NBA,New Jersey Nets,False,NJN
1980,NBA,New York Knicks,False,NYK
1980,NBA,Philadelphia 76ers,True,PHI
1980,NBA,Phoenix Suns,True,PHO
